Date,Open,High,Low,Close,Volume,Delta,DeltaDelta,,Delta 20,DD 20,Delta 19,DD 19,Delta 18,DD 18,Delta 17,DD 17,Delta 16,DD 16,Delta 15,DD 15,Delta 14,DD 14,Delta 13,DD 13,Delta 12,DD 12,Delta 11,DD 11,Delta 10,DD 10,Delta 9,DD 9,Delta 8,DD 8,Delta 7,DD 7,Delta 6,DD 6,Delta 5,DD 5,Delta 4,DD 4,Delta 3,DD 3,Delta 2,DD 2,Delta 1,DD 1,Trend
16.09.2011 04:00:00.000 GMT+0700,1.38762,1.38929,1.37537,1.37987,229804.9983,-0.00775000000000015,-0.0199800000000001,,0.00643000000000016,0.0157200000000002,-0.00183,-0.00826000000000016,0.00819999999999999,0.01003,-0.00272000000000006,-0.01092,-0.00355000000000016,-0.000830000000000108,0.01209,0.01564,0.00165,-0.01044,-0.00697,-0.00862,-0.00697,0.00000,-0.01122,-0.00425,-0.00543,0.00579,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00936999999999988,0.0322199999999997,-2.99999999999745E-05,-0.00939999999999985,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-1
19.09.2011 04:00:00.000 GMT+0700,1.36883,1.37204,1.35867,1.36856,254908.7116,-0.000269999999999992,0.00748000000000015,,-0.00183,-0.00826000000000016,0.00819999999999999,0.01003,-0.00272000000000006,-0.01092,-0.00355000000000016,-0.000830000000000108,0.0120900000000002,0.0156400000000003,0.00165,-0.01044,-0.00697,-0.00862,-0.00697,0.00000,-0.01122,-0.00425,-0.00543,0.00579,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-2.99999999999745E-05,-0.00939999999999985,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-1
20.09.2011 04:00:00.000 GMT+0700,1.36857,1.3732,1.35939,1.36993,274297.2121,0.00136000000000003,0.00163000000000002,,0.00819999999999999,0.01003,-0.00272000000000006,-0.01092,-0.00355000000000016,-0.000830000000000108,0.0120900000000002,0.0156400000000003,0.00165000000000015,-0.01044,-0.00697,-0.00862,-0.00697,0.00000,-0.01122,-0.00425,-0.00543,0.00579,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,1
21.09.2011 04:00:00.000 GMT+0700,1.37,1.37869,1.35625,1.35715,270296.4805,-0.01285,-0.0142100000000001,,-0.00272000000000006,-0.01092,-0.00355000000000016,-0.000830000000000108,0.0120900000000002,0.0156400000000003,0.00165000000000015,-0.01044,-0.00696999999999992,-0.00862000000000007,-0.00697,0.00000,-0.01122,-0.00425,-0.00543,0.00579,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-1
22.09.2011 04:00:00.000 GMT+0700,1.35714,1.36003,1.33871,1.34616,320633.2586,-0.01098,0.00187000000000004,,-0.00355000000000016,-0.000830000000000108,0.0120900000000002,0.0156400000000003,0.00165000000000015,-0.01044,-0.00696999999999992,-0.00862000000000007,-0.00697000000000014,-2.22044604925031E-16,-0.01122,-0.00425,-0.00543,0.00579,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-1
23.09.2011 04:00:00.000 GMT+0700,1.34616,1.35667,1.34186,1.34978,290369.5397,0.00361999999999996,0.0145999999999999,,0.0120900000000002,0.0156400000000003,0.00165000000000015,-0.01044,-0.00696999999999992,-0.00862000000000007,-0.00697000000000014,-2.22044604925031E-16,-0.01122,-0.00424999999999987,-0.00543,0.00579,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,1
26.09.2011 04:00:00.000 GMT+0700,1.35129,1.35492,1.33652,1.35327,320103.9162,0.00197999999999987,-0.00164000000000009,,0.00165000000000015,-0.01044,-0.00696999999999992,-0.00862000000000007,-0.00697000000000014,-2.22044604925031E-16,-0.01122,-0.00424999999999987,-0.00543000000000005,0.00578999999999996,-0.00611,-0.00068,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,1
27.09.2011 04:00:00.000 GMT+0700,1.35319,1.36665,1.34792,1.35846,299342.3029,0.00527000000000011,0.00329000000000024,,-0.00696999999999992,-0.00862000000000007,-0.00697000000000014,-2.22044604925031E-16,-0.01122,-0.00424999999999987,-0.00543000000000005,0.00578999999999996,-0.00611000000000006,-0.000680000000000014,-0.00996,-0.00385,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,1
28.09.2011 04:00:00.000 GMT+0700,1.35864,1.36881,1.35328,1.35419,281724.5692,-0.00445000000000007,-0.00972000000000017,,-0.00697000000000014,-2.22044604925031E-16,-0.01122,-0.00424999999999987,-0.00543000000000005,0.00578999999999996,-0.00611000000000006,-0.000680000000000014,-0.00995999999999997,-0.00384999999999991,0.00998,0.01994,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-1
29.09.2011 04:00:00.000 GMT+0700,1.35419,1.36776,1.35196,1.35963,284294.8605,0.00543999999999989,0.00988999999999995,,-0.01122,-0.00424999999999987,-0.00543000000000005,0.00578999999999996,-0.00611000000000006,-0.000680000000000014,-0.00995999999999997,-0.00384999999999991,0.00997999999999988,0.0199399999999998,-0.02150,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,1
30.09.2011 04:00:00.000 GMT+0700,1.35962,1.36002,1.3384,1.33849,257515.5786,-0.0211300000000001,-0.02657,,-0.00543000000000005,0.00578999999999996,-0.00611000000000006,-0.000680000000000014,-0.00995999999999997,-0.00384999999999991,0.00997999999999988,0.0199399999999998,-0.0215000000000001,-0.03148,-0.02285,-0.00135,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-1
03.10.2011 04:00:00.000 GMT+0700,1.33394,1.33811,1.31669,1.31745,290289.9227,-0.0164899999999999,0.0046400000000002,,-0.00611000000000006,-0.000680000000000014,-0.00995999999999997,-0.00384999999999991,0.00997999999999988,0.0199399999999998,-0.0215000000000001,-0.03148,-0.0228499999999998,-0.00134999999999974,0.00937,0.03222,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-1
04.10.2011 04:00:00.000 GMT+0700,1.3175,1.33688,1.31481,1.33504,328720.1816,0.0175400000000001,0.03403,,-0.00995999999999997,-0.00384999999999991,0.00997999999999988,0.0199399999999998,-0.0215000000000001,-0.03148,-0.0228499999999998,-0.00134999999999974,0.00936999999999988,0.0322199999999997,-0.00003,-0.00940,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,1
05.10.2011 04:00:00.000 GMT+0700,1.33503,1.33826,1.32599,1.3347,297190.1687,-0.000329999999999941,-0.0178700000000001,,0.00997999999999988,0.0199399999999998,-0.0215000000000001,-0.03148,-0.0228499999999998,-0.00134999999999974,0.00936999999999988,0.0322199999999997,-2.99999999999745E-05,-0.00939999999999985,0.00763,0.00766,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-1
06.10.2011 04:00:00.000 GMT+0700,1.33469,1.34503,1.32418,1.34367,282295.7905,0.00897999999999999,0.00930999999999993,,-0.0215000000000001,-0.03148,-0.0228499999999998,-0.00134999999999974,0.00936999999999988,0.0322199999999997,-2.99999999999745E-05,-0.00939999999999985,0.0076299999999998,0.00765999999999978,0.01223,0.00460,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,1
07.10.2011 04:00:00.000 GMT+0700,1.34367,1.35242,1.33625,1.33775,253409.0405,-0.00591999999999993,-0.0148999999999999,,-0.0228499999999998,-0.00134999999999974,0.00936999999999988,0.0322199999999997,-2.99999999999745E-05,-0.00939999999999985,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-0.00775,-0.01998,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-1
10.10.2011 04:00:00.000 GMT+0700,1.33855,1.36973,1.33775,1.36419,244992.7901,0.0256400000000001,0.03156,,0.00936999999999988,0.0322199999999997,-2.99999999999745E-05,-0.00939999999999985,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-0.00027,0.00748,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,1
11.10.2011 04:00:00.000 GMT+0700,1.36419,1.36833,1.35655,1.36388,261137.9708,-0.000310000000000032,-0.0259500000000001,,-2.99999999999745E-05,-0.00939999999999985,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,0.00136,0.00163,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-1
12.10.2011 04:00:00.000 GMT+0700,1.36386,1.38331,1.35837,1.37907,265996.7419,0.0152099999999999,0.01552,,0.0076299999999998,0.00765999999999978,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-0.01285,-0.01421,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,1
13.10.2011 04:00:00.000 GMT+0700,1.37907,1.38255,1.36849,1.37765,278361.9219,-0.00141999999999998,-0.0166299999999999,,0.01223,0.00460000000000016,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-0.01098,0.00187,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-1
14.10.2011 04:00:00.000 GMT+0700,1.37765,1.38935,1.37231,1.38808,249246.1298,0.0104299999999999,0.0118499999999999,,-0.00775000000000015,-0.0199800000000001,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,0.00362,0.01460,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,1
17.10.2011 04:00:00.000 GMT+0700,1.38632,1.39139,1.37254,1.37371,266199.0685,-0.01261,-0.02304,,-0.000269999999999992,0.00748000000000015,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,0.00198,-0.00164,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,0.0104299999999999,0.0118499999999999,-1
18.10.2011 04:00:00.000 GMT+0700,1.37371,1.38156,1.36528,1.37513,286246.1624,0.00141999999999998,0.01403,,0.00136000000000003,0.00163000000000002,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,0.00527,0.00329,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,0.0104299999999999,0.0118499999999999,-0.01261,-0.02304,1
19.10.2011 04:00:00.000 GMT+0700,1.37511,1.38686,1.37249,1.37602,276970.257,0.000909999999999966,-0.00051000000000001,,-0.01285,-0.0142100000000001,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-0.00445,-0.00972,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00141999999999998,-0.0166299999999999,0.0104299999999999,0.0118499999999999,-0.01261,-0.02304,0.00141999999999998,0.01403,1
20.10.2011 04:00:00.000 GMT+0700,1.37602,1.38389,1.3656,1.37798,292747.4399,0.00195999999999996,0.00105,,-0.01098,0.00187000000000004,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,0.00544,0.00989,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.0104299999999999,0.0118499999999999,-0.01261,-0.02304,0.00141999999999998,0.01403,0.000909999999999966,-0.00051000000000001,1
21.10.2011 04:00:00.000 GMT+0700,1.37801,1.39006,1.37058,1.38944,255612.4214,0.0114300000000001,0.00947000000000009,,0.00361999999999996,0.0145999999999999,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-0.02113,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00141999999999998,0.01403,0.000909999999999966,-0.00051000000000001,0.00195999999999996,0.00105,1
24.10.2011 04:00:00.000 GMT+0700,1.38374,1.39561,1.38224,1.39282,249745.9507,0.00907999999999998,-0.00235000000000007,,0.00197999999999987,-0.00164000000000009,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-0.01649,0.00464,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00141999999999998,0.01403,0.000909999999999966,-0.00051000000000001,0.00195999999999996,0.00105,0.0114300000000001,0.00947000000000009,1
25.10.2011 04:00:00.000 GMT+0700,1.3928,1.39592,1.38652,1.39066,261698.5,-0.00214000000000003,-0.01122,,0.00527000000000011,0.00329000000000024,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,0.01754,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.000909999999999966,-0.00051000000000001,0.00195999999999996,0.00105,0.0114300000000001,0.00947000000000009,0.00907999999999998,-0.00235000000000007,-1
26.10.2011 04:00:00.000 GMT+0700,1.39066,1.39694,1.37996,1.3906,251145.941,-5.9999999999949E-05,0.00208000000000008,,-0.00445000000000007,-0.00972000000000017,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-0.00033,-0.01787,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00195999999999996,0.00105,0.0114300000000001,0.00947000000000009,0.00907999999999998,-0.00235000000000007,-0.00214000000000003,-0.01122,-1
27.10.2011 04:00:00.000 GMT+0700,1.39057,1.42465,1.3864,1.41875,292257.2111,0.0281799999999999,0.0282399999999998,,0.00543999999999989,0.00988999999999995,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,0.00898,0.00931,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.0114300000000001,0.00947000000000009,0.00907999999999998,-0.00235000000000007,-0.00214000000000003,-0.01122,-5.9999999999949E-05,0.00208000000000008,1
28.10.2011 04:00:00.000 GMT+0700,1.41877,1.42,1.41347,1.41449,240027.8502,-0.00428000000000006,-0.0324599999999999,,-0.0211300000000001,-0.02657,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-0.00592,-0.01490,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00907999999999998,-0.00235000000000007,-0.00214000000000003,-0.01122,-5.9999999999949E-05,0.00208000000000008,0.0281799999999999,0.0282399999999998,-1
31.10.2011 04:00:00.000 GMT+0700,1.4137,1.41695,1.38285,1.38575,284506.7803,-0.0279499999999999,-0.0236699999999999,,-0.0164899999999999,0.0046400000000002,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,0.02564,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214000000000003,-0.01122,-5.9999999999949E-05,0.00208000000000008,0.0281799999999999,0.0282399999999998,-0.00428000000000006,-0.0324599999999999,-1
01.11.2011 04:00:00.000 GMT+0700,1.38568,1.38705,1.36087,1.37016,321905.7189,-0.01552,0.0124299999999999,,0.0175400000000001,0.03403,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-0.00031,-0.02595,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-5.9999999999949E-05,0.00208000000000008,0.0281799999999999,0.0282399999999998,-0.00428000000000006,-0.0324599999999999,-0.0279499999999999,-0.0236699999999999,-1
02.11.2011 04:00:00.000 GMT+0700,1.37018,1.38271,1.36384,1.37467,302962.6048,0.00449000000000011,0.0200100000000001,,-0.000329999999999941,-0.0178700000000001,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,0.01521,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-0.00006,0.00208,0.0281799999999999,0.0282399999999998,-0.00428000000000006,-0.0324599999999999,-0.0279499999999999,-0.0236699999999999,-0.01552,0.0124299999999999,1
03.11.2011 04:00:00.000 GMT+0700,1.37466,1.38535,1.36564,1.38221,314047.507,0.00754999999999995,0.00305999999999984,,0.00897999999999999,0.00930999999999993,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-0.00142,-0.01663,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-0.00006,0.00208,0.02818,0.02824,-0.00428000000000006,-0.0324599999999999,-0.0279499999999999,-0.0236699999999999,-0.01552,0.0124299999999999,0.00449000000000011,0.0200100000000001,1
04.11.2011 04:00:00.000 GMT+0700,1.38221,1.38653,1.37129,1.37897,260270.9083,-0.00323999999999991,-0.0107899999999999,,-0.00591999999999993,-0.0148999999999999,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,0.01043,0.01185,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-0.00006,0.00208,0.02818,0.02824,-0.00428,-0.03246,-0.0279499999999999,-0.0236699999999999,-0.01552,0.0124299999999999,0.00449000000000011,0.0200100000000001,0.00754999999999995,0.00305999999999984,-1
07.11.2011 05:00:00.000 GMT+0700,1.3827,1.38308,1.36808,1.37749,259858.8203,-0.00520999999999994,-0.00197000000000003,,0.0256400000000001,0.03156,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,0.0104299999999999,0.0118499999999999,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-0.00006,0.00208,0.02818,0.02824,-0.00428,-0.03246,-0.02795,-0.02367,-0.01552,0.0124299999999999,0.00449000000000011,0.0200100000000001,0.00754999999999995,0.00305999999999984,-0.00323999999999991,-0.0107899999999999,-1
08.11.2011 05:00:00.000 GMT+0700,1.37749,1.38467,1.37243,1.38327,243777.1197,0.0057799999999999,0.0109899999999998,,-0.000310000000000032,-0.0259500000000001,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,0.0104299999999999,0.0118499999999999,-0.01261,-0.02304,0.00142,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-0.00006,0.00208,0.02818,0.02824,-0.00428,-0.03246,-0.02795,-0.02367,-0.01552,0.01243,0.00449000000000011,0.0200100000000001,0.00754999999999995,0.00305999999999984,-0.00323999999999991,-0.0107899999999999,-0.00520999999999994,-0.00197000000000003,1
09.11.2011 05:00:00.000 GMT+0700,1.38327,1.38574,1.35231,1.35416,288390.7691,-0.02911,-0.0348899999999999,,0.0152099999999999,0.01552,-0.00141999999999998,-0.0166299999999999,0.0104299999999999,0.0118499999999999,-0.01261,-0.02304,0.00141999999999998,0.01403,0.00091,-0.00051,0.00196,0.00105,0.01143,0.00947,0.00908,-0.00235,-0.00214,-0.01122,-0.00006,0.00208,0.02818,0.02824,-0.00428,-0.03246,-0.02795,-0.02367,-0.01552,0.01243,0.00449,0.02001,0.00754999999999995,0.00305999999999984,-0.00323999999999991,-0.0107899999999999,-0.00520999999999994,-0.00197000000000003,0.0057799999999999,0.0109899999999998,-1
